"epi_week","state","loc","cases","incidence_per_100000","epi_week_date_dmy"
193621,"PA","PENNSYLVANIA",3,0.03,1936-05-26
193621,"ME","MAINE",0,0,1936-05-26
193621,"NM","NEW MEXICO",0,0,1936-05-26
193622,"CT","CONNECTICUT",0,0,1936-06-02
193622,"GA","GEORGIA",0,0,1936-06-02
193622,"AZ","ARIZONA",0,0,1936-06-02
193622,"OR","OREGON",0,0,1936-06-02
193622,"ME","MAINE",0,0,1936-06-02
193622,"MO","MISSOURI",0,0,1936-06-02
193622,"MA","MASSACHUSETTS",8,0.18,1936-06-02
193622,"PA","PENNSYLVANIA",1,0.01,1936-06-02
193622,"VA","VIRGINIA",0,0,1936-06-02
193622,"MD","MARYLAND",0,0,1936-06-02
193622,"KY","KENTUCKY",0,0,1936-06-02
193622,"IL","ILLINOIS",0,0,1936-06-02
193622,"OH","OHIO",0,0,1936-06-02
193622,"TX","TEXAS",0,0,1936-06-02
193622,"ND","NORTH DAKOTA",0,0,1936-06-02
193622,"NY","NEW YORK",1,0.01,1936-06-02
193622,"MI","MICHIGAN",0,0,1936-06-02
193622,"IN","INDIANA",0,0,1936-06-02
193622,"IA","IOWA",1,0.04,1936-06-02
193622,"TN","TENNESSEE",1,0.04,1936-06-02
193622,"DC","DISTRICT OF COLUMBIA",0,0,1936-06-02
193622,"SD","SOUTH DAKOTA",0,0,1936-06-02
193622,"ID","IDAHO",0,0,1936-06-02
193622,"NH","NEW HAMPSHIRE",0,0,1936-06-02
193622,"NJ","NEW JERSEY",0,0,1936-06-02
193622,"VT","VERMONT",0,0,1936-06-02
193622,"DE","DELAWARE",0,0,1936-06-02
193622,"MN","MINNESOTA",0,0,1936-06-02
193622,"NE","NEBRASKA",0,0,1936-06-02
193622,"WY","WYOMING",0,0,1936-06-02
193622,"RI","RHODE ISLAND",0,0,1936-06-02
193622,"AR","ARKANSAS",0,0,1936-06-02
193622,"WI","WISCONSIN",0,0,1936-06-02
193622,"MT","MONTANA",0,0,1936-06-02
193622,"NC","NORTH CAROLINA",2,0.06,1936-06-02
193622,"SC","SOUTH CAROLINA",0,0,1936-06-02
193622,"FL","FLORIDA",0,0,1936-06-02
193622,"WV","WEST VIRGINIA",1,0.06,1936-06-02
193622,"KS","KANSAS",0,0,1936-06-02
193622,"MS","MISSISSIPPI",0,0,1936-06-02
193622,"CO","COLORADO",0,0,1936-06-02
193622,"WA","WASHINGTON",0,0,1936-06-02
193622,"AL","ALABAMA",0,0,1936-06-02
193622,"CA","CALIFORNIA",5,0.08,1936-06-02
193622,"LA","LOUISIANA",0,0,1936-06-02
193622,"UT","UTAH",0,0,1936-06-02
193622,"NM","NEW MEXICO",1,0.2,1936-06-02
193622,"OK","OKLAHOMA",0,0,1936-06-02
193623,"UT","UTAH",0,0,1936-06-09
193623,"PA","PENNSYLVANIA",2,0.02,1936-06-09
193623,"OR","OREGON",0,0,1936-06-09
193623,"AZ","ARIZONA",0,0,1936-06-09
193623,"KS","KANSAS",1,0.05,1936-06-09
193623,"AL","ALABAMA",0,0,1936-06-09
193623,"CA","CALIFORNIA",3,0.05,1936-06-09
193623,"NH","NEW HAMPSHIRE",0,0,1936-06-09
193623,"SC","SOUTH CAROLINA",0,0,1936-06-09
193623,"KY","KENTUCKY",0,0,1936-06-09
193623,"ME","MAINE",0,0,1936-06-09
193623,"IA","IOWA",0,0,1936-06-09
193623,"WV","WEST VIRGINIA",0,0,1936-06-09
193623,"GA","GEORGIA",0,0,1936-06-09
193623,"IN","INDIANA",0,0,1936-06-09
193623,"DC","DISTRICT OF COLUMBIA",0,0,1936-06-09
193623,"CT","CONNECTICUT",0,0,1936-06-09
193623,"DE","DELAWARE",0,0,1936-06-09
193623,"ND","NORTH DAKOTA",0,0,1936-06-09
193623,"TN","TENNESSEE",0,0,1936-06-09
193623,"WI","WISCONSIN",1,0.03,1936-06-09
193623,"MO","MISSOURI",0,0,1936-06-09
193623,"MN","MINNESOTA",0,0,1936-06-09
193623,"VT","VERMONT",0,0,1936-06-09
193623,"ID","IDAHO",0,0,1936-06-09
193623,"NC","NORTH CAROLINA",1,0.03,1936-06-09
193623,"CO","COLORADO",2,0.18,1936-06-09
193623,"MA","MASSACHUSETTS",4,0.09,1936-06-09
193623,"MI","MICHIGAN",1,0.02,1936-06-09
193623,"OH","OHIO",1,0.01,1936-06-09
193623,"LA","LOUISIANA",0,0,1936-06-09
193623,"WY","WYOMING",0,0,1936-06-09
193623,"AR","ARKANSAS",0,0,1936-06-09
193623,"NM","NEW MEXICO",1,0.2,1936-06-09
193623,"TX","TEXAS",1,0.02,1936-06-09
193623,"MS","MISSISSIPPI",0,0,1936-06-09
193623,"FL","FLORIDA",0,0,1936-06-09
193623,"NJ","NEW JERSEY",0,0,1936-06-09
193623,"MD","MARYLAND",0,0,1936-06-09
193623,"VA","VIRGINIA",0,0,1936-06-09
193623,"NY","NEW YORK",3,0.02,1936-06-09
193623,"RI","RHODE ISLAND",0,0,1936-06-09
193623,"IL","ILLINOIS",5,0.06,1936-06-09
193623,"SD","SOUTH DAKOTA",0,0,1936-06-09
193623,"OK","OKLAHOMA",0,0,1936-06-09
193623,"NE","NEBRASKA",0,0,1936-06-09
193623,"WA","WASHINGTON",0,0,1936-06-09
193623,"MT","MONTANA",0,0,1936-06-09
193624,"CT","CONNECTICUT",0,0,1936-06-16
193624,"VT","VERMONT",0,0,1936-06-16
193624,"NY","NEW YORK",2,0.01,1936-06-16
193624,"WI","WISCONSIN",0,0,1936-06-16
193624,"AL","ALABAMA",1,0.04,1936-06-16
193624,"MD","MARYLAND",1,0.06,1936-06-16
193624,"DE","DELAWARE",0,0,1936-06-16
193624,"OR","OREGON",0,0,1936-06-16
193624,"MO","MISSOURI",1,0.03,1936-06-16
193624,"CA","CALIFORNIA",2,0.03,1936-06-16
193624,"TN","TENNESSEE",0,0,1936-06-16
193624,"AZ","ARIZONA",0,0,1936-06-16
193624,"UT","UTAH",0,0,1936-06-16
193624,"NC","NORTH CAROLINA",2,0.06,1936-06-16
193624,"MT","MONTANA",0,0,1936-06-16
193624,"KS","KANSAS",0,0,1936-06-16
193624,"SD","SOUTH DAKOTA",0,0,1936-06-16
193624,"OK","OKLAHOMA",0,0,1936-06-16
193624,"MA","MASSACHUSETTS",2,0.05,1936-06-16
193624,"ME","MAINE",0,0,1936-06-16
193624,"CO","COLORADO",0,0,1936-06-16
193624,"FL","FLORIDA",2,0.12,1936-06-16
193624,"IA","IOWA",0,0,1936-06-16
193624,"NJ","NEW JERSEY",1,0.02,1936-06-16
193624,"MI","MICHIGAN",0,0,1936-06-16
193624,"RI","RHODE ISLAND",0,0,1936-06-16
193624,"SC","SOUTH CAROLINA",0,0,1936-06-16
193624,"LA","LOUISIANA",2,0.09,1936-06-16
193624,"ID","IDAHO",0,0,1936-06-16
193624,"MN","MINNESOTA",0,0,1936-06-16
193624,"IN","INDIANA",0,0,1936-06-16
193624,"DC","DISTRICT OF COLUMBIA",0,0,1936-06-16
193624,"KY","KENTUCKY",0,0,1936-06-16
193624,"PA","PENNSYLVANIA",0,0,1936-06-16
193624,"WA","WASHINGTON",0,0,1936-06-16
193624,"MS","MISSISSIPPI",0,0,1936-06-16
193624,"GA","GEORGIA",0,0,1936-06-16
193624,"WV","WEST VIRGINIA",0,0,1936-06-16
193624,"NH","NEW HAMPSHIRE",0,0,1936-06-16
193624,"TX","TEXAS",2,0.03,1936-06-16
193624,"OH","OHIO",0,0,1936-06-16
193624,"IL","ILLINOIS",1,0.01,1936-06-16
193624,"ND","NORTH DAKOTA",1,0.15,1936-06-16
193624,"VA","VIRGINIA",0,0,1936-06-16
193624,"NM","NEW MEXICO",0,0,1936-06-16
193624,"WY","WYOMING",0,0,1936-06-16
193624,"NE","NEBRASKA",0,0,1936-06-16
193624,"AR","ARKANSAS",0,0,1936-06-16
193625,"CT","CONNECTICUT",0,0,1936-06-23
193625,"SD","SOUTH DAKOTA",0,0,1936-06-23
193625,"WY","WYOMING",0,0,1936-06-23
193625,"AL","ALABAMA",9,0.33,1936-06-23
193625,"MA","MASSACHUSETTS",0,0,1936-06-23
193625,"MI","MICHIGAN",1,0.02,1936-06-23
193625,"NC","NORTH CAROLINA",0,0,1936-06-23
193625,"IA","IOWA",0,0,1936-06-23
193625,"WI","WISCONSIN",0,0,1936-06-23
193625,"VA","VIRGINIA",0,0,1936-06-23
193625,"ND","NORTH DAKOTA",0,0,1936-06-23
193625,"FL","FLORIDA",0,0,1936-06-23
193625,"NM","NEW MEXICO",0,0,1936-06-23
193625,"LA","LOUISIANA",1,0.04,1936-06-23
193625,"TN","TENNESSEE",0,0,1936-06-23
193625,"MS","MISSISSIPPI",0,0,1936-06-23
193625,"NE","NEBRASKA",0,0,1936-06-23
193625,"DE","DELAWARE",0,0,1936-06-23
193625,"OK","OKLAHOMA",0,0,1936-06-23
193625,"CA","CALIFORNIA",6,0.09,1936-06-23
193625,"KS","KANSAS",1,0.05,1936-06-23
193625,"MN","MINNESOTA",0,0,1936-06-23
193625,"VT","VERMONT",0,0,1936-06-23
193625,"CO","COLORADO",0,0,1936-06-23
193625,"WV","WEST VIRGINIA",1,0.06,1936-06-23
193625,"GA","GEORGIA",0,0,1936-06-23
193625,"SC","SOUTH CAROLINA",0,0,1936-06-23
193625,"ME","MAINE",0,0,1936-06-23
193625,"IL","ILLINOIS",4,0.05,1936-06-23
193625,"KY","KENTUCKY",0,0,1936-06-23
193625,"PA","PENNSYLVANIA",0,0,1936-06-23
193625,"OH","OHIO",0,0,1936-06-23
193625,"TX","TEXAS",1,0.02,1936-06-23
193625,"NH","NEW HAMPSHIRE",0,0,1936-06-23
193625,"IN","INDIANA",0,0,1936-06-23
193625,"RI","RHODE ISLAND",1,0.15,1936-06-23
193625,"AZ","ARIZONA",0,0,1936-06-23
193625,"OR","OREGON",1,0.1,1936-06-23
193625,"AR","ARKANSAS",0,0,1936-06-23
193625,"UT","UTAH",1,0.19,1936-06-23
193625,"MO","MISSOURI",0,0,1936-06-23
193625,"NJ","NEW JERSEY",0,0,1936-06-23
193625,"ID","IDAHO",0,0,1936-06-23
193625,"DC","DISTRICT OF COLUMBIA",0,0,1936-06-23
193625,"WA","WASHINGTON",0,0,1936-06-23
193625,"MT","MONTANA",0,0,1936-06-23
193625,"MD","MARYLAND",0,0,1936-06-23
193625,"NY","NEW YORK",1,0.01,1936-06-23
193626,"WY","WYOMING",0,0,1936-06-30
193626,"NC","NORTH CAROLINA",1,0.03,1936-06-30
193626,"KS","KANSAS",1,0.05,1936-06-30
193626,"TN","TENNESSEE",0,0,1936-06-30
193626,"LA","LOUISIANA",1,0.04,1936-06-30
193626,"NE","NEBRASKA",0,0,1936-06-30
193626,"MI","MICHIGAN",1,0.02,1936-06-30
193626,"AR","ARKANSAS",0,0,1936-06-30
193626,"ME","MAINE",0,0,1936-06-30
193626,"NM","NEW MEXICO",0,0,1936-06-30
193626,"MS","MISSISSIPPI",0,0,1936-06-30
193626,"OH","OHIO",1,0.01,1936-06-30
193626,"NH","NEW HAMPSHIRE",0,0,1936-06-30
193626,"SC","SOUTH CAROLINA",1,0.06,1936-06-30
193626,"DE","DELAWARE",0,0,1936-06-30
193626,"SD","SOUTH DAKOTA",0,0,1936-06-30
193626,"IA","IOWA",0,0,1936-06-30
193626,"ND","NORTH DAKOTA",0,0,1936-06-30
193626,"IN","INDIANA",0,0,1936-06-30
193626,"TX","TEXAS",2,0.03,1936-06-30
193626,"NJ","NEW JERSEY",0,0,1936-06-30
193626,"IL","ILLINOIS",3,0.04,1936-06-30
193626,"MN","MINNESOTA",0,0,1936-06-30
193626,"VT","VERMONT",0,0,1936-06-30
193626,"AL","ALABAMA",7,0.26,1936-06-30
193626,"CA","CALIFORNIA",7,0.11,1936-06-30
193626,"OK","OKLAHOMA",0,0,1936-06-30
193626,"MA","MASSACHUSETTS",0,0,1936-06-30
193626,"WA","WASHINGTON",1,0.06,1936-06-30
193626,"VA","VIRGINIA",0,0,1936-06-30
193626,"CO","COLORADO",0,0,1936-06-30
193626,"OR","OREGON",0,0,1936-06-30
193626,"MD","MARYLAND",0,0,1936-06-30
193626,"MT","MONTANA",0,0,1936-06-30
193626,"UT","UTAH",0,0,1936-06-30
193626,"NY","NEW YORK",3,0.02,1936-06-30
193626,"MO","MISSOURI",0,0,1936-06-30
193626,"AZ","ARIZONA",0,0,1936-06-30
193626,"WV","WEST VIRGINIA",0,0,1936-06-30
193626,"CT","CONNECTICUT",0,0,1936-06-30
193626,"ID","IDAHO",0,0,1936-06-30
193626,"KY","KENTUCKY",0,0,1936-06-30
193626,"DC","DISTRICT OF COLUMBIA",0,0,1936-06-30
193626,"WI","WISCONSIN",0,0,1936-06-30
193626,"GA","GEORGIA",0,0,1936-06-30
193626,"FL","FLORIDA",2,0.12,1936-06-30
193626,"PA","PENNSYLVANIA",1,0.01,1936-06-30
193626,"RI","RHODE ISLAND",0,0,1936-06-30
193627,"NH","NEW HAMPSHIRE",0,0,1936-07-07
193627,"OH","OHIO",0,0,1936-07-07
193627,"MI","MICHIGAN",0,0,1936-07-07
193627,"AR","ARKANSAS",0,0,1936-07-07
193627,"ND","NORTH DAKOTA",0,0,1936-07-07
193627,"TX","TEXAS",0,0,1936-07-07
193627,"MS","MISSISSIPPI",0,0,1936-07-07
193627,"TN","TENNESSEE",1,0.04,1936-07-07
193627,"PA","PENNSYLVANIA",1,0.01,1936-07-07
193627,"NC","NORTH CAROLINA",0,0,1936-07-07
193627,"SD","SOUTH DAKOTA",0,0,1936-07-07
193627,"NM","NEW MEXICO",0,0,1936-07-07
193627,"DC","DISTRICT OF COLUMBIA",0,0,1936-07-07
193627,"ME","MAINE",0,0,1936-07-07
193627,"IN","INDIANA",1,0.03,1936-07-07
193627,"OK","OKLAHOMA",1,0.04,1936-07-07
193627,"WV","WEST VIRGINIA",1,0.06,1936-07-07
193627,"NJ","NEW JERSEY",1,0.02,1936-07-07
193627,"DE","DELAWARE",0,0,1936-07-07
193627,"AL","ALABAMA",36,1.31,1936-07-07
193627,"MO","MISSOURI",1,0.03,1936-07-07
193627,"MD","MARYLAND",0,0,1936-07-07
193627,"NE","NEBRASKA",0,0,1936-07-07
193627,"ID","IDAHO",0,0,1936-07-07
193627,"UT","UTAH",0,0,1936-07-07
193627,"CA","CALIFORNIA",7,0.11,1936-07-07
193627,"WA","WASHINGTON",0,0,1936-07-07
193627,"OR","OREGON",0,0,1936-07-07
193627,"GA","GEORGIA",3,0.1,1936-07-07
193627,"SC","SOUTH CAROLINA",0,0,1936-07-07
193627,"IA","IOWA",0,0,1936-07-07
193627,"IL","ILLINOIS",2,0.03,1936-07-07
193627,"WY","WYOMING",0,0,1936-07-07
193627,"MA","MASSACHUSETTS",0,0,1936-07-07
193627,"CO","COLORADO",0,0,1936-07-07
193627,"MT","MONTANA",0,0,1936-07-07
193627,"KS","KANSAS",0,0,1936-07-07
193627,"VT","VERMONT",0,0,1936-07-07
193627,"AZ","ARIZONA",0,0,1936-07-07
193627,"MN","MINNESOTA",0,0,1936-07-07
193627,"CT","CONNECTICUT",0,0,1936-07-07
193627,"KY","KENTUCKY",1,0.04,1936-07-07
193627,"NY","NEW YORK",3,0.02,1936-07-07
193627,"LA","LOUISIANA",0,0,1936-07-07
193627,"FL","FLORIDA",1,0.06,1936-07-07
193627,"RI","RHODE ISLAND",0,0,1936-07-07
193627,"WI","WISCONSIN",0,0,1936-07-07
193627,"VA","VIRGINIA",1,0.04,1936-07-07
193628,"AR","ARKANSAS",0,0,1936-07-14
193628,"NM","NEW MEXICO",0,0,1936-07-14
193628,"IL","ILLINOIS",8,0.1,1936-07-14
193628,"ND","NORTH DAKOTA",1,0.15,1936-07-14
193628,"MO","MISSOURI",0,0,1936-07-14
193628,"OK","OKLAHOMA",0,0,1936-07-14
193628,"TN","TENNESSEE",12,0.43,1936-07-14
193628,"NE","NEBRASKA",0,0,1936-07-14
193628,"NH","NEW HAMPSHIRE",0,0,1936-07-14
193628,"MS","MISSISSIPPI",0,0,1936-07-14
193628,"IN","INDIANA",0,0,1936-07-14
193628,"LA","LOUISIANA",1,0.04,1936-07-14
193628,"MA","MASSACHUSETTS",1,0.02,1936-07-14
193628,"WV","WEST VIRGINIA",2,0.11,1936-07-14
193628,"MI","MICHIGAN",1,0.02,1936-07-14
193628,"IA","IOWA",0,0,1936-07-14
193628,"DC","DISTRICT OF COLUMBIA",0,0,1936-07-14
193628,"WY","WYOMING",0,0,1936-07-14
193628,"MD","MARYLAND",1,0.06,1936-07-14
193628,"OH","OHIO",1,0.01,1936-07-14
193628,"PA","PENNSYLVANIA",0,0,1936-07-14
193628,"ME","MAINE",1,0.12,1936-07-14
193628,"DE","DELAWARE",0,0,1936-07-14
193628,"MN","MINNESOTA",0,0,1936-07-14
193628,"TX","TEXAS",0,0,1936-07-14
193628,"UT","UTAH",0,0,1936-07-14
193628,"OR","OREGON",0,0,1936-07-14
193628,"NJ","NEW JERSEY",1,0.02,1936-07-14
193628,"SD","SOUTH DAKOTA",0,0,1936-07-14
193628,"CA","CALIFORNIA",8,0.13,1936-07-14
193628,"KS","KANSAS",2,0.11,1936-07-14
193628,"NC","NORTH CAROLINA",2,0.06,1936-07-14
193628,"VA","VIRGINIA",0,0,1936-07-14
193628,"ID","IDAHO",0,0,1936-07-14
193628,"VT","VERMONT",3,0.84,1936-07-14
193628,"SC","SOUTH CAROLINA",1,0.06,1936-07-14
193628,"MT","MONTANA",0,0,1936-07-14
193628,"AZ","ARIZONA",0,0,1936-07-14
193628,"WI","WISCONSIN",0,0,1936-07-14
193628,"CT","CONNECTICUT",0,0,1936-07-14
193628,"NY","NEW YORK",4,0.03,1936-07-14
193628,"GA","GEORGIA",1,0.03,1936-07-14
193628,"KY","KENTUCKY",1,0.04,1936-07-14
193628,"FL","FLORIDA",0,0,1936-07-14
193628,"WA","WASHINGTON",1,0.06,1936-07-14
193628,"CO","COLORADO",0,0,1936-07-14
193628,"RI","RHODE ISLAND",0,0,1936-07-14
193628,"AL","ALABAMA",82,2.99,1936-07-14
193629,"AR","ARKANSAS",0,0,1936-07-21
193629,"TX","TEXAS",1,0.02,1936-07-21
193629,"MO","MISSOURI",0,0,1936-07-21
193629,"ND","NORTH DAKOTA",0,0,1936-07-21
193629,"DC","DISTRICT OF COLUMBIA",0,0,1936-07-21
193629,"IL","ILLINOIS",2,0.03,1936-07-21
193629,"NH","NEW HAMPSHIRE",0,0,1936-07-21
193629,"NJ","NEW JERSEY",0,0,1936-07-21
193629,"IA","IOWA",1,0.04,1936-07-21
193629,"ID","IDAHO",0,0,1936-07-21
193629,"MI","MICHIGAN",0,0,1936-07-21
193629,"ME","MAINE",4,0.48,1936-07-21
193629,"NM","NEW MEXICO",0,0,1936-07-21
193629,"LA","LOUISIANA",1,0.04,1936-07-21
193629,"SD","SOUTH DAKOTA",0,0,1936-07-21
193629,"NE","NEBRASKA",0,0,1936-07-21
193629,"WV","WEST VIRGINIA",0,0,1936-07-21
193629,"OR","OREGON",0,0,1936-07-21
193629,"TN","TENNESSEE",30,1.07,1936-07-21
193629,"MA","MASSACHUSETTS",3,0.07,1936-07-21
193629,"WA","WASHINGTON",3,0.18,1936-07-21
193629,"RI","RHODE ISLAND",0,0,1936-07-21
193629,"CO","COLORADO",0,0,1936-07-21
193629,"OK","OKLAHOMA",0,0,1936-07-21
193629,"MN","MINNESOTA",0,0,1936-07-21
193629,"OH","OHIO",2,0.03,1936-07-21
193629,"DE","DELAWARE",0,0,1936-07-21
193629,"KS","KANSAS",0,0,1936-07-21
193629,"WI","WISCONSIN",0,0,1936-07-21
193629,"MS","MISSISSIPPI",12,0.58,1936-07-21
193629,"FL","FLORIDA",0,0,1936-07-21
193629,"IN","INDIANA",1,0.03,1936-07-21
193629,"AL","ALABAMA",35,1.28,1936-07-21
193629,"KY","KENTUCKY",2,0.07,1936-07-21
193629,"NY","NEW YORK",4,0.03,1936-07-21
193629,"CA","CALIFORNIA",7,0.11,1936-07-21
193629,"SC","SOUTH CAROLINA",0,0,1936-07-21
193629,"MD","MARYLAND",0,0,1936-07-21
193629,"MT","MONTANA",0,0,1936-07-21
193629,"CT","CONNECTICUT",1,0.06,1936-07-21
193629,"NC","NORTH CAROLINA",2,0.06,1936-07-21
193629,"UT","UTAH",0,0,1936-07-21
193629,"VT","VERMONT",2,0.56,1936-07-21
193629,"AZ","ARIZONA",1,0.23,1936-07-21
193629,"WY","WYOMING",0,0,1936-07-21
193629,"PA","PENNSYLVANIA",1,0.01,1936-07-21
193629,"VA","VIRGINIA",2,0.08,1936-07-21
193629,"GA","GEORGIA",2,0.07,1936-07-21
193630,"IL","ILLINOIS",7,0.09,1936-07-28
193630,"IA","IOWA",0,0,1936-07-28
193630,"IN","INDIANA",2,0.06,1936-07-28
193630,"ME","MAINE",1,0.12,1936-07-28
193630,"DC","DISTRICT OF COLUMBIA",0,0,1936-07-28
193630,"ND","NORTH DAKOTA",0,0,1936-07-28
193630,"AL","ALABAMA",39,1.42,1936-07-28
193630,"NH","NEW HAMPSHIRE",0,0,1936-07-28
193630,"ID","IDAHO",1,0.2,1936-07-28
193630,"MN","MINNESOTA",0,0,1936-07-28
193630,"LA","LOUISIANA",1,0.04,1936-07-28
193630,"TN","TENNESSEE",17,0.61,1936-07-28
193630,"WA","WASHINGTON",3,0.18,1936-07-28
193630,"MO","MISSOURI",0,0,1936-07-28
193630,"WV","WEST VIRGINIA",1,0.06,1936-07-28
193630,"OR","OREGON",0,0,1936-07-28
193630,"MA","MASSACHUSETTS",1,0.02,1936-07-28
193630,"MI","MICHIGAN",6,0.12,1936-07-28
193630,"NJ","NEW JERSEY",1,0.02,1936-07-28
193630,"TX","TEXAS",0,0,1936-07-28
193630,"NE","NEBRASKA",0,0,1936-07-28
193630,"OK","OKLAHOMA",0,0,1936-07-28
193630,"FL","FLORIDA",0,0,1936-07-28
193630,"NY","NEW YORK",6,0.04,1936-07-28
193630,"SC","SOUTH CAROLINA",0,0,1936-07-28
193630,"SD","SOUTH DAKOTA",0,0,1936-07-28
193630,"WI","WISCONSIN",0,0,1936-07-28
193630,"MD","MARYLAND",0,0,1936-07-28
193630,"WY","WYOMING",0,0,1936-07-28
193630,"MS","MISSISSIPPI",3,0.14,1936-07-28
193630,"KS","KANSAS",2,0.11,1936-07-28
193630,"CA","CALIFORNIA",15,0.24,1936-07-28
193630,"UT","UTAH",0,0,1936-07-28
193630,"CO","COLORADO",0,0,1936-07-28
193630,"PA","PENNSYLVANIA",3,0.03,1936-07-28
193630,"VA","VIRGINIA",0,0,1936-07-28
193630,"CT","CONNECTICUT",1,0.06,1936-07-28
193630,"RI","RHODE ISLAND",0,0,1936-07-28
193630,"OH","OHIO",1,0.01,1936-07-28
193630,"AR","ARKANSAS",0,0,1936-07-28
193630,"DE","DELAWARE",0,0,1936-07-28
193630,"MT","MONTANA",1,0.18,1936-07-28
193630,"AZ","ARIZONA",0,0,1936-07-28
193630,"GA","GEORGIA",2,0.07,1936-07-28
193630,"KY","KENTUCKY",2,0.07,1936-07-28
193630,"VT","VERMONT",0,0,1936-07-28
193630,"NC","NORTH CAROLINA",0,0,1936-07-28
193630,"NM","NEW MEXICO",1,0.2,1936-07-28
193631,"TX","TEXAS",1,0.02,1936-08-04
193631,"DC","DISTRICT OF COLUMBIA",0,0,1936-08-04
193631,"MO","MISSOURI",2,0.05,1936-08-04
193631,"ID","IDAHO",1,0.2,1936-08-04
193631,"IA","IOWA",0,0,1936-08-04
193631,"WA","WASHINGTON",1,0.06,1936-08-04
193631,"SC","SOUTH CAROLINA",0,0,1936-08-04
193631,"ME","MAINE",2,0.24,1936-08-04
193631,"NE","NEBRASKA",3,0.22,1936-08-04
193631,"TN","TENNESSEE",26,0.93,1936-08-04
193631,"MI","MICHIGAN",3,0.06,1936-08-04
193631,"NH","NEW HAMPSHIRE",1,0.21,1936-08-04
193631,"IN","INDIANA",0,0,1936-08-04
193631,"MN","MINNESOTA",4,0.15,1936-08-04
193631,"NY","NEW YORK",6,0.04,1936-08-04
193631,"SD","SOUTH DAKOTA",1,0.15,1936-08-04
193631,"WV","WEST VIRGINIA",0,0,1936-08-04
193631,"AR","ARKANSAS",0,0,1936-08-04
193631,"LA","LOUISIANA",0,0,1936-08-04
193631,"NM","NEW MEXICO",0,0,1936-08-04
193631,"UT","UTAH",0,0,1936-08-04
193631,"GA","GEORGIA",6,0.2,1936-08-04
193631,"ND","NORTH DAKOTA",3,0.45,1936-08-04
193631,"MS","MISSISSIPPI",5,0.24,1936-08-04
193631,"MD","MARYLAND",0,0,1936-08-04
193631,"NJ","NEW JERSEY",0,0,1936-08-04
193631,"FL","FLORIDA",0,0,1936-08-04
193631,"DE","DELAWARE",0,0,1936-08-04
193631,"RI","RHODE ISLAND",0,0,1936-08-04
193631,"IL","ILLINOIS",12,0.15,1936-08-04
193631,"KY","KENTUCKY",3,0.11,1936-08-04
193631,"CO","COLORADO",6,0.55,1936-08-04
193631,"CT","CONNECTICUT",0,0,1936-08-04
193631,"WI","WISCONSIN",0,0,1936-08-04
193631,"AZ","ARIZONA",0,0,1936-08-04
193631,"AL","ALABAMA",29,1.06,1936-08-04
193631,"MT","MONTANA",1,0.18,1936-08-04
193631,"CA","CALIFORNIA",16,0.25,1936-08-04
193631,"PA","PENNSYLVANIA",1,0.01,1936-08-04
193631,"VA","VIRGINIA",3,0.12,1936-08-04
193631,"MA","MASSACHUSETTS",1,0.02,1936-08-04
193631,"KS","KANSAS",0,0,1936-08-04
193631,"OR","OREGON",1,0.1,1936-08-04
193631,"WY","WYOMING",0,0,1936-08-04
193631,"OH","OHIO",1,0.01,1936-08-04
193631,"NC","NORTH CAROLINA",2,0.06,1936-08-04
193631,"OK","OKLAHOMA",0,0,1936-08-04
193631,"VT","VERMONT",1,0.28,1936-08-04
193632,"ND","NORTH DAKOTA",0,0,1936-08-11
193632,"IN","INDIANA",1,0.03,1936-08-11
193632,"NE","NEBRASKA",0,0,1936-08-11
193632,"DC","DISTRICT OF COLUMBIA",0,0,1936-08-11
193632,"LA","LOUISIANA",1,0.04,1936-08-11
193632,"SC","SOUTH CAROLINA",2,0.11,1936-08-11
193632,"MN","MINNESOTA",0,0,1936-08-11
193632,"TX","TEXAS",0,0,1936-08-11
193632,"NH","NEW HAMPSHIRE",0,0,1936-08-11
193632,"NY","NEW YORK",8,0.06,1936-08-11
193632,"WA","WASHINGTON",5,0.3,1936-08-11
193632,"MI","MICHIGAN",3,0.06,1936-08-11
193632,"MO","MISSOURI",3,0.08,1936-08-11
193632,"IL","ILLINOIS",11,0.14,1936-08-11
193632,"IA","IOWA",1,0.04,1936-08-11
193632,"ME","MAINE",0,0,1936-08-11
193632,"ID","IDAHO",1,0.2,1936-08-11
193632,"MS","MISSISSIPPI",12,0.58,1936-08-11
193632,"WI","WISCONSIN",0,0,1936-08-11
193632,"AZ","ARIZONA",0,0,1936-08-11
193632,"UT","UTAH",0,0,1936-08-11
193632,"SD","SOUTH DAKOTA",0,0,1936-08-11
193632,"AR","ARKANSAS",0,0,1936-08-11
193632,"KY","KENTUCKY",4,0.14,1936-08-11
193632,"MA","MASSACHUSETTS",2,0.05,1936-08-11
193632,"WV","WEST VIRGINIA",2,0.11,1936-08-11
193632,"NJ","NEW JERSEY",0,0,1936-08-11
193632,"PA","PENNSYLVANIA",3,0.03,1936-08-11
193632,"OH","OHIO",4,0.06,1936-08-11
193632,"CO","COLORADO",0,0,1936-08-11
193632,"MD","MARYLAND",1,0.06,1936-08-11
193632,"NM","NEW MEXICO",0,0,1936-08-11
193632,"WY","WYOMING",0,0,1936-08-11
193632,"VA","VIRGINIA",2,0.08,1936-08-11
193632,"GA","GEORGIA",6,0.2,1936-08-11
193632,"MT","MONTANA",0,0,1936-08-11
